acteurs,description,duree,genre,langue_origine,pays,public,score,titre,titre_original,year
"Greg Davies,Alex Horne,Kerry Godliman,Ed Gamble,Sarah Kendall,Sophie Duker,Richard Herring,Lou Sanders,Alan Davies,Liza Tarbuck,Dara O Briain,Morgana Robinson,Kiell Smith-Bynoe,James Acaster,Mae Martin,Asim Chaudhry,Sian Gibson,David Baddiel","Five comedians are set tasks challenging their creativity and wit. The tasks are supervised by Alex Horne but the Taskmaster, Greg Davies, always has the final word.",47,"Comedy,Game-Show",English,United Kingdom,TV-14,9.0,Taskmaster,Taskmaster,2015
"Naveen Kasturia,Arunabh Kumar,Abhay Mahajan,Gopal Datt,Pranav Bhasin,Jasmeet Singh Bhatia,Jitendra Kumar,Shreya Singh,Ronjini Chakraborty,Vidushi Kaul,Saad Bilgrami,Ketaki Narayan,Luv Vispute,Madan Deodhar,Durin Das,Ridhi Dogra,Akanksha Thakur,Maanvi Gagroo",A story of trials and tribulations of four young entrepreneurs who quit their day jobs in order to pursue their start up venture.,40,"Comedy,Drama",Hindi,India,TV-MA,9.1,TVF Pitchers,TVF Pitchers,2015
"John Oliver,David Kaye,Ryan Barger,Noel MacNeal,Alberto Bonilla,H. Jon Benjamin,Susan Evans,Rachel Dratch,James Wojtal,Michael Torpey,Gilbert Gottfried,Kyle Ploof,Paul McGinnis,George Clooney,Nick Offerman,Moujan Zolfaghari,Connor Ratliff,Alex Webb",Former Daily Show host and correspondent John Oliver brings his persona to this weekly news satire program.,30,"Comedy,News,Talk-Show",English,United States,TV-MA,8.9,Last Week Tonight with John Oliver,Last Week Tonight with John Oliver,2014
"David Attenborough,Simon Blakeney,Bill Rudolph,Justine Evans,Hugh Pearson,Martyn Colbeck,Mark Deeble,Paul Brehem,Mike Fox,E.O. Wilson,Mark MacEwen,Matthew Wright,Warwick Sloss,Matthew Mutinda,James Aldred,Katrina Bartlam,Justin Maguire,Kahindi Changawa","Africa, the world's wildest continent. David Attenborough takes us on an awe-inspiring journey through one of the most diverse places in the world. We visit deserts, savannas, and jungles and meet up with some of Africa's amazing wildlife.",360,Documentary,English,United Kingdom,TV-PG,8.9,Africa,Africa,2013
"Nathan Fielder,Anthony Filosa,Salomon Flores,William Heath,Brian S. Wolfe,Simon Kellog,James Bailey,Tony Napoli,Sue Stanford,Cornelius Ladd,Kyle Heitz,Billy Smalling,Marcos Mateo Ochoa,Andy Farshidian,Jason Stone,Corey Calderwood,H. Jon Benjamin,Jennifer Anderton","Nathan Fielder uses his business degree and life experiences to help real small businesses turn a profit. But because of his unorthodox approach, Nathan's genuine efforts to do good often draw real people into an experience far beyond what they signed up for.",30,"Documentary,Comedy",English,United States,TV-14,8.9,Nathan for You,Nathan for You,2013
"Kôichi Yamadera,Unshô Ishizuka,Megumi Hayashibara,Steve Blum,Beau Billingslea,Kevin Seymour,Wendee Lee,Isshin Chiba,Melissa Fahn,Aoi Tada,Hiroshi Naka,Tsutomu Tareki,Miki Nagasawa,Toshihiko Nakajima,Jin Hirao,Skip Stellrecht,Kazuhiro Nakata,Shinpachi Tsuji",The futuristic misadventures and tragedies of an easygoing bounty hunter and his partners.,0,"Animation,Action,Adventure",Japanese,Japan,TV-14,8.9,Cowboy Bebop,Cowboy Bebop,1998
"Jason Ritter,Alex Hirsch,Kristen Schaal,Linda Cardellini,Kevin Michael Richardson,Matt Chapman,Kari Wahlgren,John DiMaggio,Keith Ferguson,Jennifer Coolidge,Gregg Turkington,Carl Faruolo,Niki Yang,Will Forte,Dee Bradley Baker,T.J. Miller,Grey Griffin,Thurop Van Orman","Twin siblings Dipper and Mabel Pines spend the summer at their great-uncle's tourist trap in the enigmatic Gravity Falls, Oregon.",23,"Animation,Adventure,Comedy",English,United States,TV-Y7,8.9,Gravity Falls,Gravity Falls,2012
"Haluk Bilginer,Sebnem Bozoklu,Recep Usta,Cansu Dere,Necip Memili,Metin Akdülger,Hüseyin Avni Danyal,Senay Gürler,Ayhan Kavas,Önder Selen,Ibrahim Selim,Firat Topkorur,Rabia Soytürk,Alptekin Ertürk,Müjde Ar,Erdal Özyagcilar,Ilker Aksum,Aysen Inci",A man diagnosed with Alzheimer's decides to punish criminals.,60,"Crime,Drama,Mystery",Turkish,Turkey,TV-MA,9.0,Persona,Persona,2018
"Mathieu Kassovitz,Martin Sheen,Rudolf Hess","This six-part series traces the Second World War, from the rise of the Nazis to the surrender of the Japanese, with detailed portraits of key figures.",312,"Documentary,History,War",French,France,TV-MA,9.0,Apocalypse: The Second World War,Apocalypse: The Second World War,2009
"Billy Bob Thornton,Martin Freeman,Allison Tolman,Colin Hanks,Jason Schwartzman,Russell Harvard,Bokeem Woodbine,Brad Mann,Kirsten Dunst,Ewan McGregor,Chris Rock,Juno Temple,Patrick Wilson,Carrie Coon,Jessie Buckley,Jennifer Jason Leigh,Jesse Plemons,Mary Elizabeth Winstead","Various chronicles of deception, intrigue, and murder in and around frozen Minnesota. All of these tales mysteriously lead back one way or another to Fargo, North Dakota.",53,"Crime,Drama,Thriller",English,United States,TV-MA,8.9,Fargo,Fargo,2014
"Asante Blackk,Caleel Harris,Ethan Herisse,Marquis Rodriguez,Marsha Stephanie Blake,Kylie Bunbury,John Leguizamo,Niecy Nash,Suzzanne Douglas,Michael Kenneth Williams,Jharrel Jerome,Aunjanue Ellis-Taylor,Felicity Huffman,Len Cariou,William Sadler,Adepero Oduye,Alexandra Templer,Denia Brache",Five teens from Harlem become trapped in a nightmare when they're falsely accused of a brutal attack in Central Park. Based on the true story.,296,"Biography,Crime,Drama",Spanish,United States,TV-MA,8.8,When They See Us,When They See Us,2019
"Vince Vaughn,Colin Farrell,Rachel McAdams,Taylor Kitsch,Matthew McConaughey,Mahershala Ali,Woody Harrelson,Carmen Ejogo,Michelle Monaghan,Stephen Dorff,Michael Potts,Kelly Reilly,Scoot McNairy,Tory Kittles,Ray Fisher,Chris Kerson,Ritchie Coster,Sarah Gadon","Anthology series in which police investigations unearth the personal and professional secrets of those involved, both within and outside the law.",55,"Crime,Drama,Mystery",English,United States,TV-MA,8.9,True Detective,True Detective,2014
,"In January 1969, The Beatles set out to write and record new songs for their first live show in more than two years, culminating in an impromptu concert atop their Savile Row studio.",0,"Documentary,Biography,Music",English,United Kingdom,PG-13,9.0,The Beatles: Get Back,The Beatles: Get Back,2021
"Jerry Seinfeld,Julia Louis-Dreyfus,Michael Richards,Jason Alexander,Ruth Cohen,Wayne Knight,Norman Brenner,Heidi Swedberg,Estelle Harris,Jerry Stiller,Liz Sheridan,John O'Hurley,Barney Martin,Len Lesser,Deck McKenzie,Richard Herd,Peggy Lane,Richard Fancy",The continuing misadventures of neurotic New York City stand-up comedian Jerry Seinfeld and his equally neurotic New York City friends.,22,Comedy,English,United States,TV-PG,8.9,Seinfeld,Seinfeld,1989
"Mamoru Miyano,Brad Swaile,Vincent Tong,Ryô Naitô,Trevor Devall,Brian Drummond,Naoya Uchida,Chris Britton,Keiji Fujiwara,Kappei Yamaguchi,Aya Hirano,Shannon Chan-Kent,Alessandro Juliani,Shidô Nakamura,John Murphy,Kazuya Nakai,Kiyoshi Kobayashi,French Tickner",An intelligent high school student goes on a secret crusade to eliminate criminals from the world after discovering a notebook capable of killing anyone whose name is written into it.,24,"Animation,Crime,Drama",English,Japan,TV-14,8.9,Death Note,Death Note,2006
"David McCullough,Sam Waterston,Julie Harris,Jason Robards,Morgan Freeman,Paul Roebling,Garrison Keillor,George Black,Arthur Miller,Christopher Murney,Charles McDowell,Horton Foote,George Plimpton,Philip Bosco,Terry Courier,Jody Powell,Studs Terkel,Jeremy Irons",A comprehensive survey of the American Civil War.,680,"Documentary,History,War",English,United States,TV-14,9.0,The Civil War,The Civil War,1990
"Benedict Cumberbatch,Martin Freeman,Una Stubbs,Rupert Graves,Louise Brealey,Mark Gatiss,Andrew Scott,Amanda Abbington,Jonathan Aris,Vinette Robinson,Tanya Moodie,Lindsay Duncan,Yasmine Akram,Sian Brooke,David Nellist,Simon Kunz,Wanda Ventham,Timothy Carlton","The quirky spin on Conan Doyle's iconic sleuth pitches him as a ""high-functioning sociopath"" in modern-day London. Assisting him in his investigations: Afghanistan War vet John Watson, who's introduced to Holmes by a mutual acquaintance.",88,"Crime,Drama,Mystery",English,United Kingdom,TV-14,9.1,Sherlock,Sherlock,2010
"Artur Barcis,Olgierd Lukaszewicz,Olaf Lubaszenko,Aleksander Bardini,Krystyna Janda,Piotr Machalica,Jan Tesarz,Stanislaw Gawlik,Krzysztof Kumor,Katarzyna Piwowarczyk,Maciej Szary,Henryk Baranowski,Daniel Olbrychski,Jerzy Stuhr,Grazyna Szapolowska,Miroslaw Baka,Ewa Blaszczyk,Anna Polony","Ten television drama films, each one based on one of the Ten Commandments.",572,Drama,Polish,Poland,TV-MA,8.9,The Decalogue,The Decalogue,1989
"Oprah Winfrey,David Attenborough,Doug Allan,Roger Munns,Justine Evans,Barrie Britton,Kevin Flay,Michael Pitts,Stephen Lyle,Matthew Swarbrick,Nick Guy,Neil Lucas,Jonathan Smith,Doug Anderson,David Baillie,Adam Chapman,Martha Holmes,Rick Rosenthal",David Attenborough's legendary BBC crew explains and shows wildlife all over planet earth. From giving an overview of the challenges facing life to hunting the deep sea and various major evolutionary groups of creatures.,473,"Documentary,Family",English,United Kingdom,TV-G,9.1,Life,Life,2009
"Kent Williams,Iemasa Kayumi,Matthew Leonhart,Vic Mignogna,Romi Park,Muriel Hofmann,Lili Troncale,Rie Kugimiya,Maxey Whitehead,Travis Willingham,Shin'ichirô Miki,Colleen Clinkenbeard,Fumiko Orikasa,J. Michael Tatum,Kenta Miyake,Yûki Hayashi,Caitlin Glass,Monica Rial",Two brothers search for a Philosopher's Stone after an attempt to revive their deceased mother goes awry and leaves them in damaged physical forms.,24,"Animation,Action,Adventure",Japanese,Japan,TV-14,9.1,Fullmetal Alchemist: Brotherhood,Fullmetal Alchemist: Brotherhood,2009
"Michael Jordan,Phil Jackson,Scottie Pippen,David Aldridge,Steve Kerr,Michael Wilbon,Deloris Jordan,Andrea Kremer,Bill Wennington,John Paxson,Dennis Rodman,Ahmad Rashad,Bob Costas,David Stern,Jerry Reinsdorf,Rick Telander,Sam Smith,B.J. Armstrong","Led by Michael Jordan, the 1990s Chicago Bulls establish themselves as one of the most notable dynasties in sports history.",491,"Documentary,Biography,History",English,United States,TV-MA,9.1,The Last Dance,The Last Dance,2020
"Rod Serling,Robert McCord,Jay Overholts,James Turley,Vaughn Taylor,David Armstrong,Jack Klugman,Burgess Meredith,John Anderson,J. Pat O'Malley,Barney Phillips,George Mitchell,Cyril Delevanti,Jon Lormer,Bill Erwin,Nan Peterson,Lew Brown,S. John Launer","Ordinary people find themselves in extraordinarily astounding situations, which they each try to solve in a remarkable manner.",51,"Drama,Fantasy,Horror",English,United States,TV-PG,9.1,The Twilight Zone,The Twilight Zone,1959
"David McCormack,Melanie Zanetti,Ninthe van Schie,Brad Elliott,Dan Brumm,Myf Warhurst,Meg Washington,Chris Brumm,Daley Pearson,Frederique Sims,Emily Taheny,Richard Jeffery,Leigh Sales,Francis Stanton,Kelly Butler,Hamish Blake,Anthony Field,Joff Bush",The slice-of-life adventures of an Australian Blue Heeler Cattle Dog puppy as she has fun with her family and friends in everyday situations.,7,"Animation,Family",English,Australia,TV-Y,9.4,Bluey,Bluey,2018
"Chris Parnell,Spencer Grammer,Sarah Chalke,Justin Roiland,Kari Wahlgren,Maurice LaMarche,Dan Harmon,Tom Kenny,Nolan North,Ryan Ridley,Brandon Johnson,Cassie Steele,Rob Schrab,Nick Reczynski,Ian Cardoni,Harry Belden,Keith David,Echo Kellum",The fractured domestic lives of a nihilistic mad scientist and his anxious grandson are further complicated by their inter-dimensional misadventures.,23,"Animation,Adventure,Comedy",English,United States,TV-MA,9.1,Rick and Morty,Rick and Morty,2013
"Laurence Olivier,Averell Harriman,Anthony Eden,Albert Speer,Siegfried Westphal,Lawrence Durrell,Wynford Vaughan-Thomas,Louis Mountbatten,J. Lawton Collins,Toshikazu Kase,Hans Kehrl,Kenneth Strong,Kay Summersby,Walter Warlimont,Francis de Guingand,Christabel Bielenberg,J.R. Colville,Ursula Gray","A groundbreaking 26-part documentary series narrated by the actor Laurence Olivier about the deadliest conflict in history, World War II.",0,"Documentary,History,War",English,United Kingdom,TV-PG,9.2,The World at War,The World at War,1973
David Attenborough,"Explores and unravels the mystery of how and why animals migrate, showing some of the most dramatic and compelling stories in the natural world through spectacular and innovative cinematography.",50,Documentary,English,United States,TV-PG,9.3,Our Planet,Our Planet,2019
"Emilia Clarke,Peter Dinklage,Kit Harington,Lena Headey,Sophie Turner,Maisie Williams,Nikolaj Coster-Waldau,Iain Glen,John Bradley,Alfie Allen,Conleth Hill,Liam Cunningham,Gwendoline Christie,Aidan Gillen,Isaac Hempstead Wright,Rory McCann,Nathalie Emmanuel,Jerome Flynn","Nine noble families fight for control over the lands of Westeros, while an ancient enemy returns after being dormant for a millennia.",55,"Action,Adventure,Drama",English,United States,TV-MA,9.2,Game of Thrones,Game of Thrones,2011
"Neil deGrasse Tyson,Christopher Emerson,Keythe Farley,Piotr Michael,Enn Reitel,Stoney Emshwiller,André Sogliuzzo,Amanda Seyfried,Kirsten Dunst,Phil LaMarr,Paul Sorvino,Larry Cedar,Christiane Amanpour,Seth MacFarlane,Fred Tatasciore,Martin Jarvis,Glenn Steinbaum,Maria Frucci",An exploration of our discovery of the laws of nature and coordinates in space and time.,557,Documentary,English,United States,TV-PG,9.3,Cosmos: A Spacetime Odyssey,Cosmos: A Spacetime Odyssey,2014
"Carl Sagan,Jaromír Hanzlík,Jonathan Fahn,Jean Charney,Cecilia White,Bob Hevelone,Bill Grant,Linda Morabito,Victor C. John,Arthur 'Lonne' Lane,Larry Soderblom,Alan Belod,Ronald A. Hilbert,Dana Hlavácová,Josef Vinklár",Astronomer Carl Sagan leads us on an engaging guided tour of the various elements and cosmological theories of the universe.,0,Documentary,English,United States,TV-PG,9.3,Cosmos,Cosmos,1980
"David Attenborough,Peter Drost,Roger Munns,Roger Horrocks","David Attenborough returns to the world's oceans in this sequel to the acclaimed documentary filming rare and unusual creatures of the deep, as well as documenting the problems our oceans face.",364,Documentary,English,United Kingdom,TV-G,9.3,Blue Planet II,Blue Planet II,2017
"James Gandolfini,Lorraine Bracco,Edie Falco,Michael Imperioli,Steven Van Zandt,Robert Iler,Tony Sirico,Jamie-Lynn Sigler,Dominic Chianese,Aida Turturro,Steve Schirripa,Drea de Matteo,Dan Grimaldi,Joseph R. Gannascoli,Sharon Angela,John Ventimiglia,Vincent Curatola,Frank Vincent","New Jersey mob boss Tony Soprano deals with personal and professional issues in his home and business life that affect his mental state, leading him to seek professional psychiatric counseling.",55,"Crime,Drama",English,United States,TV-MA,9.2,The Sopranos,The Sopranos,1999
"Dee Bradley Baker,Zach Tyler Eisen,Mae Whitman,Jack De Sena,Dante Basco,Michaela Jill Murphy,Mako,Grey Griffin,André Sogliuzzo,Cricket Leigh,Mark Hamill,Jennie Kwan,Olivia Hack,Greg Baldwin,Jim Meskimen,James Garrett,Jason Isaacs,James Sie","In a war-torn world of elemental magic, a young boy reawakens to undertake a dangerous mystic quest to fulfill his destiny as the Avatar, and bring peace to the world.",23,"Animation,Action,Adventure",English,United States,TV-Y7-FV,9.3,Avatar: The Last Airbender,Avatar: The Last Airbender,2005
"Jessie Buckley,Jared Harris,Stellan Skarsgård,Adam Nagaitis,Emily Watson,Paul Ritter,Robert Emms,Sam Troughton,Karl Davies,Michael Socha,Laura Elphinstone,Jan Ricica,Adrian Rawlins,Alan Williams,Con O'Neill,Douggie McMeekin,Nadia Clifford,David Dencik","In April 1986, the city of Chernobyl in the Soviet Union suffers one of the worst nuclear disasters in the history of mankind. Consequently, many heroes put their lives on the line in the following days, weeks and months.",0,"Drama,History,Thriller",English,United States,TV-MA,9.3,Chernobyl,Chernobyl,2019
"Dominic West,Lance Reddick,Sonja Sohn,Wendell Pierce,John Doman,Deirdre Lovejoy,Seth Gilliam,Domenick Lombardozzi,Clarke Peters,Andre Royo,Michael Kenneth Williams,Jim True-Frost,Frankie Faison,Corey Parker Robinson,Delaney Williams,J.D. Williams,Wood Harris,Idris Elba","The Baltimore drug scene, as seen through the eyes of drug dealers and law enforcement.",59,"Crime,Drama,Thriller",English,United States,TV-MA,9.3,The Wire,The Wire,2002
"Sigourney Weaver,David Attenborough,Nikolay Drozdov,Thomas Anguti Johnston,Sanae Ueda,Huw Cordey,Mark Linfield,Doug Allan,Chadden Hunter,Justine Evans,Paul Stewart,Doug Anderson,Jeff Wilson,Michael Kelem,Rick Rosenthal,Simon King,Tom Clarke,Jonathan Keeling","A documentary series on the wildlife found on Earth. Each episode covers a different habitat: deserts, mountains, deep oceans, shallow seas, forests, caves, polar regions, fresh water, plains and jungles. Narrated by David Attenborough.",538,"Documentary,Family",English,United Kingdom,TV-PG,9.4,Planet Earth,Planet Earth,2006
"Scott Grimes,Damian Lewis,Ron Livingston,Shane Taylor,Donnie Wahlberg,Peter Youngblood Hills,Matthew Leitch,Nicholas Aaron,Philip Barantini,Michael Cudlitz,Dexter Fletcher,Rick Gomez,James Madio,Ross McCall,Doug Allen,George Calil,Nolan Hemmings,Robin Laing","The story of Easy Company of the U.S. Army 101st Airborne Division and their mission in World War II Europe, from Operation Overlord to V-J Day.",594,"Drama,History,War",English,United Kingdom,TV-MA,9.4,Band of Brothers,Band of Brothers,2001
"David Attenborough,Gordon Buchanan,Michael J. Sanderson,Sandesh Kadur,Fredi Devas,Chadden Hunter,Ed Charles,Elizabeth White,Emma Napper,Jon Griffith,Thomas Crowley,Pete McCowen,Barrie Britton,Max Hug Williams,Emma Brennand,Mark MacEwen,J.P. Magnan,Juarez Sena Feitoza",David Attenborough returns with a new wildlife documentary that shows life in a variety of habitats.,0,Documentary,English,United Kingdom,TV-G,9.5,Planet Earth II,Planet Earth II,2016
